customer_id,age,region,employment_type,industry,vintage,annual_income,bureau_score,dti,utilization,ltv,ead,lgd_actual,pd_score,default_flag,shap_age,shap_bureau_score,shap_dti,shap_utilization,shap_region,shap_employment_type
1025,21,East,Business,Manufacturing,2025Q3,76247.47,665.0,37.55,42.58,69.26,94386.52,0.3067,0.18323,0,0.0756,-0.0246,-0.007,-0.013,0.0,0.0
1026,40,East,Business,IT,2025Q3,86120.39,763.0,37.19,39.05,40.73,51939.44,0.4248,0.0377,0,0.0048,-0.0818,-0.0021,-0.0051,0.0,0.0
1027,21,South,Salaried,Manufacturing,2025Q3,47520.87,655.0,39.66,42.87,37.42,44387.41,0.4668,0.16184,0,0.0776,-0.0081,-0.001,-0.0127,0.0,-0.0181
1028,44,West,Business,Manufacturing,2025Q3,102666.56,728.0,23.72,74.0,49.75,114099.78,0.3083,0.04317,0,0.0016,-0.074,-0.0222,0.015,0.0067,0.0
1029,44,East,SelfEmployed,IT,2025Q3,80091.19,623.0,41.25,14.24,77.64,180349.88,0.3657,0.14552,0,0.0035,0.0342,0.0032,-0.0635,0.0,0.0345
1030,56,East,Salaried,Manufacturing,2025Q3,70062.78,667.0,42.75,33.74,76.69,183000.87,0.3646,0.05986,0,-0.0207,-0.0119,0.0032,-0.0125,0.0,-0.0074
1031,57,East,Salaried,IT,2025Q3,82603.03,597.0,56.65,71.25,86.66,133932.19,0.5554,0.23548,0,-0.0639,0.0856,0.0528,0.0414,0.0,-0.0216
1032,46,South,Business,Retail,2025Q3,107271.34,605.0,40.96,66.04,59.78,272547.89,0.4362,0.29211,0,-0.0048,0.073,0.0033,0.0311,0.0,0.0
1033,38,North,Salaried,Retail,2025Q3,51876.76,,28.41,77.56,70.75,75992.11,0.2525,0.16741,0,0.0236,0.0069,-0.0323,0.0379,0.0,-0.0161
1034,49,South,Salaried,Retail,2025Q3,83966.98,570.0,16.45,46.7,70.84,180094.71,0.3592,0.16005,0,-0.0141,0.0769,-0.0669,-0.0048,0.0,-0.0151
1035,38,North,Salaried,Construction,2025Q3,69302.34,671.0,13.52,19.0,57.85,140986.84,0.4774,0.04472,0,0.0081,-0.0115,-0.0304,-0.0198,0.0,-0.0057
1036,44,South,Business,Manufacturing,2025Q3,77005.42,639.0,43.17,23.63,53.57,60272.3,0.3987,0.09192,1,0.0028,0.0116,0.0062,-0.036,0.0,0.0
1037,55,North,Business,Healthcare,2025Q3,95319.66,676.0,50.69,41.43,30.3,143332.55,0.3202,0.07905,0,-0.0239,-0.0245,0.0149,-0.0082,0.0,0.0
1038,38,North,Salaried,Healthcare,2025Q3,42009.71,571.0,23.76,64.74,56.95,152719.1,0.4249,0.21668,0,0.0339,0.123,-0.0641,0.0308,0.0,-0.0226
1039,53,West,Business,Healthcare,2025Q3,100773.52,708.0,42.08,42.4,57.92,90275.02,0.4857,0.06005,0,-0.0141,-0.0482,0.0023,-0.0054,0.0065,0.0
1040,51,East,Business,Manufacturing,2025Q3,72434.81,775.0,35.21,40.7,82.69,86521.45,0.5578,0.02211,0,-0.0043,-0.0649,-0.0024,-0.0028,0.0,0.0
1041,33,East,Business,Manufacturing,2025Q3,100103.87,761.0,49.49,56.73,84.66,157732.61,0.384,0.05384,0,0.0193,-0.1355,0.0116,0.0052,0.0,0.0
1042,55,South,Business,Transport,2025Q3,98944.5,789.0,51.86,48.61,62.91,243956.14,0.418,0.03522,0,-0.0088,-0.09,0.0058,-0.0005,0.0,0.0
1043,52,East,Business,IT,2025Q3,87607.35,663.0,2.0,38.31,100.0,60318.24,0.4149,0.03862,0,-0.0082,-0.0058,-0.0414,-0.0057,0.0,0.0
1044,45,West,Salaried,IT,2025Q3,97490.07,636.0,54.51,25.97,63.8,175098.02,0.4499,0.13545,0,0.0,0.0178,0.0319,-0.039,0.014,-0.0153
1045,36,East,SelfEmployed,IT,2025Q3,57926.72,693.0,42.04,68.83,80.66,88395.25,0.3384,0.14147,1,0.0322,-0.0765,0.0056,0.0292,0.0,0.0378
1046,35,East,Salaried,Transport,2025Q3,54141.71,644.0,29.5,71.05,58.0,77614.99,0.5452,0.14592,1,0.0336,0.0085,-0.0298,0.0306,0.0,-0.0165
1047,38,South,Salaried,Construction,2025Q3,37373.56,542.0,29.94,24.73,37.2,39619.92,0.4286,0.20655,0,0.0332,0.1483,-0.0379,-0.0585,0.0,-0.0221
1048,50,South,Business,Manufacturing,2025Q3,119671.11,716.0,38.51,39.14,51.5,143236.79,0.3164,0.0395,0,-0.0069,-0.0468,-0.0014,-0.0064,0.0,0.0
1049,33,East,Salaried,Healthcare,2025Q3,99511.58,644.0,29.94,62.67,89.48,183680.6,0.3681,0.15606,0,0.0385,0.0083,-0.0278,0.0186,0.0,-0.0161
1050,49,West,SelfEmployed,Construction,2025Q3,58075.31,560.0,23.01,22.97,54.72,69379.06,0.5122,0.19773,0,-0.0193,0.1208,-0.0622,-0.0591,0.0193,0.0457
1051,30,South,Salaried,IT,2025Q3,48416.1,625.0,26.68,56.03,50.67,148999.63,0.3803,0.19243,0,0.052,0.0358,-0.0414,0.0101,0.0,-0.0178
1052,42,South,Salaried,Retail,2025Q3,75156.64,646.0,21.36,40.82,59.92,118971.38,0.5502,0.07657,0,0.0061,0.0032,-0.0325,-0.0086,0.0,-0.0094
1053,45,South,Salaried,IT,2025Q3,67317.51,661.0,59.55,21.23,52.21,55995.26,0.4748,0.10673,0,0.0,-0.0119,0.0314,-0.0371,0.0,-0.0118
1054,71,South,SelfEmployed,Healthcare,2025Q3,107436.33,662.0,38.89,87.1,83.88,133063.84,0.4922,0.1119,0,-0.094,-0.0136,-0.0022,0.0367,0.0,0.0262
1055,29,West,Salaried,Construction,2025Q3,60083.24,753.0,74.05,40.49,97.71,150473.66,0.358,0.11932,0,0.0375,-0.1697,0.0521,-0.0119,0.0114,-0.0125
1056,60,East,Salaried,Construction,2025Q3,97435.93,,43.94,59.53,60.12,94910.63,0.4051,0.16935,1,-0.0735,0.1003,0.0119,0.0171,0.0,-0.0193
1057,46,South,Business,Construction,2025Q3,75202.62,650.0,47.42,23.33,70.81,113746.37,0.4301,0.12049,0,-0.0026,0.0,0.0131,-0.0339,0.0,0.0
1058,49,South,Business,Manufacturing,2025Q3,98667.87,600.0,,82.15,79.44,317951.88,0.35,0.15208,0,-0.0172,0.0681,-0.0633,0.0505,0.0,0.0
1059,45,South,Salaried,Healthcare,2025Q3,56509.71,,34.51,90.84,62.17,24878.72,0.432,0.06139,0,0.0,-0.0949,-0.0066,0.0227,0.0,-0.0072
1060,49,North,Salaried,Healthcare,2025Q3,72786.56,622.0,39.16,14.95,42.44,226727.73,0.5107,0.0739,0,-0.0096,0.0223,-0.0014,-0.041,0.0,-0.0103
1061,42,South,Salaried,Construction,2025Q3,42638.48,637.0,27.8,44.38,51.81,61318.62,0.3767,0.10191,0,0.0076,0.0126,-0.025,-0.0064,0.0,-0.0117
1062,60,East,Business,Retail,2025Q3,97818.13,731.0,30.56,77.21,68.24,115548.36,0.4543,0.04913,0,-0.0206,-0.0547,-0.0083,0.0114,0.0,0.0
1063,39,East,Salaried,IT,2025Q3,60890.72,750.0,44.72,37.69,67.88,174130.23,0.4129,0.04949,0,0.0067,-0.079,0.0039,-0.0068,0.0,-0.0054
1064,56,North,Business,IT,2025Q3,118484.43,,45.04,57.0,24.16,214977.17,0.4783,0.04341,0,-0.0124,-0.0756,0.0034,0.0028,0.0,0.0
1065,37,East,Salaried,IT,2025Q3,68333.32,548.0,16.61,11.03,51.27,99138.08,0.5947,0.15264,0,0.0278,0.1015,-0.0731,-0.0731,0.0,-0.0168
1066,43,East,Salaried,Transport,2025Q3,77005.06,693.0,42.54,30.66,45.26,201597.92,0.475,0.07553,0,0.0033,-0.0353,0.003,-0.0156,0.0,-0.0077
1067,32,North,Salaried,Construction,2025Q3,64495.86,678.0,46.85,54.71,77.65,160100.37,0.4132,0.12509,0,0.0382,-0.0412,0.0156,0.0066,0.0,-0.015
1068,49,East,Salaried,Healthcare,2025Q3,41876.04,657.0,28.56,35.03,46.04,93544.97,0.5215,0.06009,0,-0.0071,-0.0048,-0.0154,-0.0118,0.0,-0.0077
1069,60,East,Salaried,Manufacturing,2025Q3,54154.97,665.0,26.93,40.07,50.78,150789.52,0.426,0.04688,0,-0.0223,-0.0078,-0.0129,-0.0055,0.0,-0.0055
1070,43,East,SelfEmployed,Manufacturing,2025Q3,77063.8,747.0,45.06,14.66,50.08,47536.78,0.3723,0.05568,0,0.0025,-0.0801,0.0044,-0.0236,0.0,0.012
1071,42,North,Salaried,IT,2025Q3,78914.08,731.0,2.0,62.39,75.83,21718.42,0.3504,0.02694,0,0.0023,-0.0397,-0.0317,0.004,0.0,-0.0037
1072,32,North,Business,Healthcare,2025Q3,75672.43,721.0,38.03,18.53,79.38,91289.11,0.4105,0.06544,0,0.017,-0.0607,-0.0022,-0.0245,0.0,0.0
1073,41,South,Business,Construction,2025Q3,72446.94,674.0,64.15,81.9,69.87,225815.09,0.4995,0.23244,0,0.0189,-0.0493,0.0731,0.0598,0.0,0.0
1074,26,North,Business,Retail,2025Q3,70174.36,814.0,2.0,32.98,82.13,36520.9,0.2876,0.0159,0,0.0061,-0.0696,-0.0165,-0.0033,0.0,0.0
1075,34,South,Business,Transport,2025Q3,75812.46,633.0,51.17,65.62,84.71,228293.21,0.3342,0.23183,0,0.0548,0.0344,0.0407,0.0344,0.0,0.0
1076,46,East,Salaried,Transport,2025Q3,91522.06,550.0,46.71,63.45,23.79,125915.71,0.3649,0.31612,1,-0.0062,0.1897,0.029,0.0347,0.0,-0.0271
1077,59,North,Business,Manufacturing,2025Q3,117214.36,642.0,14.99,26.33,71.84,210635.19,0.5121,0.045,0,-0.0205,0.0037,-0.0275,-0.0141,0.0,0.0
1078,75,South,Salaried,Manufacturing,2025Q3,93638.54,664.0,46.33,35.33,52.6,250909.99,0.4545,0.0451,0,-0.0508,-0.0067,0.0049,-0.0078,0.0,-0.0052
1079,38,West,SelfEmployed,Manufacturing,2025Q3,77401.36,,54.02,37.94,34.87,76885.31,0.5108,0.08072,0,0.0151,-0.1396,0.0209,-0.0128,0.0096,0.0222
1080,60,South,Business,Manufacturing,2025Q3,110071.59,,19.17,39.43,53.61,116873.26,0.3947,0.05361,0,-0.0314,0.0152,-0.0311,-0.0083,0.0,0.0
1081,47,South,Salaried,Transport,2025Q3,86043.6,,26.68,19.45,74.62,107859.56,0.3146,0.02619,0,-0.0021,-0.0216,-0.011,-0.0159,0.0,-0.0046
1082,42,East,Business,Manufacturing,2025Q3,118646.77,560.0,38.42,59.75,89.1,197523.49,0.5836,0.34156,0,0.0177,0.1678,-0.0068,0.0245,0.0,0.0
1083,49,North,Business,Construction,2025Q3,94693.34,734.0,53.64,32.85,33.1,127887.5,0.3393,0.06014,0,-0.0057,-0.0685,0.0117,-0.011,0.0,0.0
1084,45,North,Business,Transport,2025Q3,112637.41,665.0,29.34,45.49,72.37,50094.82,0.4763,0.06042,0,0.0,-0.0137,-0.018,-0.0043,0.0,0.0
1085,45,East,Salaried,Transport,2025Q3,55718.5,641.0,37.33,70.14,99.31,77552.31,0.3239,0.14565,0,0.0,0.0118,-0.0067,0.0273,0.0,-0.0154
1086,40,South,Business,Healthcare,2025Q3,75621.87,805.0,27.36,60.58,96.62,221415.78,0.3877,0.02392,0,0.0033,-0.1005,-0.0071,0.003,0.0,0.0
1087,29,North,Business,Manufacturing,2025Q3,38755.16,733.0,38.39,34.33,5.0,79145.5,0.3854,0.08195,0,0.0231,-0.0847,-0.002,-0.0127,0.0,0.0
1088,27,North,Salaried,Transport,2025Q3,63123.52,,54.75,70.9,100.0,196042.87,0.3349,0.40443,0,0.1148,0.1486,0.0693,0.0592,0.0,-0.0294
1089,51,East,Salaried,IT,2025Q3,93655.43,653.0,39.69,62.64,79.22,121982.45,0.5778,0.11636,0,-0.0171,-0.0032,-0.0006,0.0136,0.0,-0.012
1090,41,North,Salaried,Construction,2025Q3,27003.07,846.0,32.28,32.47,13.85,56700.16,0.2878,0.0104,0,0.0012,-0.078,-0.0018,-0.0026,0.0,-0.0014
1091,37,East,Salaried,Transport,2025Q3,72789.15,795.0,37.48,36.69,44.69,121461.88,0.3019,0.02243,0,0.005,-0.0881,-0.0013,-0.0043,0.0,-0.0031
1092,44,South,Business,Manufacturing,2025Q3,101575.79,723.0,25.19,70.01,85.16,94766.71,0.3496,0.06642,0,0.0015,-0.0632,-0.0186,0.0119,0.0,0.0
1093,53,East,Salaried,IT,2025Q3,93650.28,,22.09,65.13,67.21,144513.68,0.2938,0.26884,0,-0.0423,0.1545,-0.0699,0.0308,0.0,-0.0221
1094,46,North,Business,Construction,2025Q3,70974.5,751.0,57.25,14.94,48.52,87830.9,0.366,0.03251,0,-0.0011,-0.0732,0.0115,-0.0199,0.0,0.0
1095,37,North,Business,Transport,2025Q3,98316.16,617.0,64.2,25.88,61.33,227099.36,0.3867,0.27632,0,0.0381,0.0594,0.0764,-0.0562,0.0,0.0
1096,57,East,Business,Transport,2025Q3,102567.48,750.0,9.34,63.3,70.92,82034.35,0.4719,0.01772,0,-0.0082,-0.0396,-0.0171,0.003,0.0,0.0
1097,61,East,Business,Retail,2025Q3,116638.68,611.0,47.31,22.16,48.41,330408.84,0.4664,0.07066,0,-0.0496,0.0336,0.0128,-0.0354,0.0,0.0
1098,49,North,Business,Transport,2025Q3,92934.56,693.0,51.74,65.71,57.46,264128.21,0.311,0.10815,0,-0.0113,-0.0547,0.0206,0.0169,0.0,0.0
1099,55,South,Business,Transport,2025Q3,107458.67,616.0,18.61,90.59,77.94,230630.39,0.3871,0.15376,0,-0.0377,0.0398,-0.0605,0.0498,0.0,0.0
1100,58,South,Salaried,Manufacturing,2025Q3,108266.24,635.0,30.45,56.21,45.98,172043.11,0.6052,0.06548,0,-0.0327,0.0119,-0.016,0.0056,0.0,-0.0097
1101,56,North,Business,Transport,2025Q3,97827.6,702.0,28.77,27.69,32.86,240701.7,0.3363,0.02462,0,-0.012,-0.0253,-0.0084,-0.0102,0.0,0.0
1102,51,East,SelfEmployed,Transport,2025Q3,95113.89,570.0,68.42,51.88,47.25,83446.85,0.5214,0.39267,0,-0.0413,0.1874,0.1282,0.0055,0.0,0.0704
1103,51,North,Salaried,Construction,2025Q3,104495.84,821.0,64.44,70.76,42.22,212486.4,0.3132,0.02948,0,-0.0058,-0.1495,0.0125,0.0071,0.0,-0.004
1104,50,South,SelfEmployed,Retail,2025Q3,86701.86,590.0,23.26,50.18,47.9,108943.08,0.3683,0.22862,0,-0.0223,0.0811,-0.0565,0.0003,0.0,0.0416
1105,32,North,SelfEmployed,Retail,2025Q3,52642.87,586.0,14.65,58.64,25.45,176186.8,0.4066,0.27227,0,0.0659,0.116,-0.1108,0.02,0.0,0.0552
1106,52,South,Salaried,Healthcare,2025Q3,95068.78,703.0,,30.41,64.71,163928.43,0.5266,0.0604,0,-0.0108,-0.0383,0.0095,-0.0132,0.0,-0.0064
1107,29,South,Business,Healthcare,2025Q3,103027.8,748.0,46.7,32.08,77.35,173300.15,0.2758,0.06765,0,0.0226,-0.1051,0.0077,-0.0144,0.0,0.0
1108,35,South,Business,Manufacturing,2025Q3,105798.1,638.0,,67.93,43.77,266142.32,0.4842,0.33571,0,0.0523,0.0256,0.0656,0.0409,0.0,0.0
1109,58,South,Salaried,Healthcare,2025Q3,101169.78,587.0,21.05,32.33,46.96,257161.33,0.5471,0.07638,0,-0.0341,0.0422,-0.0357,-0.0187,0.0,-0.0102
1110,53,West,SelfEmployed,IT,2025Q3,49605.16,597.0,49.58,0.0,56.25,63173.28,0.4019,0.16865,1,-0.0341,0.0677,0.0255,-0.1021,0.0163,0.0384
1111,60,South,Salaried,Healthcare,2025Q3,78655.01,590.0,26.29,41.26,41.77,191097.96,0.5283,0.07646,0,-0.0442,0.0452,-0.0273,-0.0098,0.0,-0.0112
1112,41,East,Salaried,Manufacturing,2025Q3,62477.19,681.0,47.97,54.91,79.68,172547.64,0.484,0.12624,0,0.0106,-0.0384,0.0148,0.0057,0.0,-0.0124
1113,31,North,Business,Retail,2025Q3,79807.63,655.0,37.41,71.29,42.23,138537.39,0.3612,0.22991,0,0.0547,-0.0088,-0.0083,0.0372,0.0,0.0
1114,41,South,Salaried,Healthcare,2025Q3,103388.77,689.0,68.41,84.21,49.48,89870.64,0.3379,0.2225,0,0.0171,-0.0765,0.0748,0.0569,0.0,-0.0196
1115,45,North,Business,IT,2025Q3,72150.25,685.0,45.16,49.86,44.73,213184.15,0.4029,0.09484,0,0.0,-0.0393,0.0087,-0.0001,0.0,0.0
1116,45,South,Business,Healthcare,2025Q3,131959.64,716.0,32.98,62.49,80.15,371358.58,0.4131,0.05047,0,0.0,-0.0606,-0.0091,0.0085,0.0,0.0
1117,56,East,Business,Retail,2025Q3,94618.1,632.0,40.21,50.65,55.38,93563.2,0.4042,0.11269,0,-0.0351,0.0186,0.0004,0.0008,0.0,0.0
1118,40,East,Salaried,IT,2025Q3,58295.78,610.0,36.39,55.79,99.86,81201.11,0.4867,0.16594,0,0.0201,0.0571,-0.0111,0.0102,0.0,-0.0187
1119,48,East,Salaried,Healthcare,2025Q3,94513.68,,19.53,43.89,67.08,103534.49,0.3582,0.06288,0,-0.0044,-0.013,-0.0251,-0.0039,0.0,-0.0064
1120,33,East,Salaried,Transport,2025Q3,82437.48,656.0,68.8,56.5,83.17,225307.43,0.3525,0.22744,0,0.0561,-0.0123,0.0896,0.014,0.0,-0.0226
1121,49,North,Salaried,Healthcare,2025Q3,91899.04,677.0,63.58,31.94,53.51,281956.93,0.4184,0.09073,1,-0.0103,-0.0295,0.0344,-0.0208,0.0,-0.0111
1122,44,North,Salaried,Healthcare,2025Q3,61849.8,612.0,35.18,91.56,41.15,77842.55,0.4591,0.30357,0,0.0049,0.0651,-0.0174,0.0758,0.0,-0.0218
1123,36,East,Salaried,IT,2025Q3,77536.51,704.0,49.2,0.0,59.34,245173.49,0.5136,0.06392,0,0.0119,-0.0409,0.0089,-0.0414,0.0,-0.0067
1124,41,North,Salaried,Manufacturing,2025Q3,54395.96,580.0,70.82,60.56,46.42,26479.88,0.4883,0.43753,0,0.0263,0.1617,0.1335,0.0297,0.0,-0.0289
1125,42,North,Business,Retail,2025Q3,74549.57,630.0,,55.03,20.03,120352.38,0.4913,0.21048,0,0.0144,0.0362,0.0562,0.0104,0.0,0.0
1126,41,West,Business,Transport,2025Q3,86292.34,737.0,33.08,56.17,80.27,86507.0,0.3694,0.05033,0,0.0061,-0.0833,-0.0084,0.0041,0.0065,0.0
1127,63,West,Salaried,IT,2025Q3,78040.66,583.0,36.59,21.98,60.65,256979.08,0.4239,0.12682,0,-0.0585,0.0528,-0.0067,-0.0366,0.0109,-0.012
1128,43,East,Salaried,Retail,2025Q3,93749.47,731.0,10.52,11.08,45.99,85771.71,0.3483,0.02429,0,0.001,-0.0257,-0.0145,-0.0108,0.0,-0.0023
1129,41,South,Salaried,Construction,2025Q3,62592.98,564.0,50.4,61.33,67.53,195287.81,0.4722,0.28913,0,0.0246,0.1729,0.0449,0.0298,0.0,-0.0274
1130,21,East,Business,Manufacturing,2025Q3,66031.79,552.0,57.89,77.5,60.94,187185.13,0.4734,0.5974,1,0.1655,0.263,0.0871,0.0802,0.0,0.0
1131,34,North,Business,Construction,2025Q3,65856.43,558.0,58.0,52.85,88.2,181669.27,0.4674,0.40122,1,0.074,0.2182,0.086,0.0084,0.0,0.0
1132,41,South,SelfEmployed,Retail,2025Q3,99676.98,668.0,49.22,65.72,68.66,202885.73,0.405,0.21818,0,0.0176,-0.034,0.0283,0.0289,0.0,0.0444
1133,36,South,Business,IT,2025Q3,71509.71,710.0,43.64,37.92,56.86,143754.59,0.4031,0.09668,0,0.0169,-0.0646,0.0053,-0.0115,0.0,0.0
1134,59,West,Salaried,Manufacturing,2025Q3,109756.2,748.0,22.04,55.29,73.87,114857.43,0.5257,0.02227,0,-0.011,-0.043,-0.0099,0.0014,0.0026,-0.0029
1135,42,West,Salaried,IT,2025Q3,93133.78,742.0,43.12,74.96,59.28,98571.93,0.4172,0.07025,1,0.0056,-0.1071,0.0042,0.0183,0.0079,-0.0087
1136,58,East,Salaried,Transport,2025Q3,80273.06,719.0,27.89,41.1,63.68,172359.29,0.45,0.01995,0,-0.0119,-0.0301,-0.0074,-0.0031,0.0,-0.0035
1137,45,North,Business,IT,2025Q3,92134.02,603.0,46.4,74.09,84.52,106422.82,0.4815,0.23367,0,0.0,0.0883,0.0242,0.0525,0.0,0.0
1138,44,South,Business,Construction,2025Q3,82173.24,603.0,25.78,12.04,36.63,167729.28,0.43,0.13313,0,0.0026,0.0395,-0.0298,-0.051,0.0,0.0
1139,43,North,Business,Construction,2025Q3,99623.0,714.0,46.3,34.51,42.73,86512.19,0.4481,0.07115,0,0.0033,-0.0586,0.0073,-0.0123,0.0,0.0
1140,44,West,SelfEmployed,IT,2025Q3,80199.52,757.0,59.17,60.01,51.61,148908.35,0.3917,0.11829,0,0.0025,-0.1673,0.0301,0.0105,0.0105,0.0244
1141,63,North,Business,Healthcare,2025Q3,100285.35,590.0,44.03,89.86,54.54,77750.27,0.3485,0.21403,1,-0.0997,0.0946,0.0138,0.0726,0.0,0.0
1142,21,North,Salaried,Healthcare,2025Q3,55831.22,748.0,43.26,48.31,83.13,56925.83,0.3467,0.07726,0,0.0379,-0.1245,0.0047,-0.0015,0.0,-0.0094
1143,22,East,Salaried,IT,2025Q3,27420.12,529.0,52.61,25.25,31.71,30375.15,0.6293,0.46594,1,0.1516,0.2783,0.0619,-0.0741,0.0,-0.0299
1144,38,South,Business,Healthcare,2025Q3,83934.73,687.0,66.33,89.36,59.41,74401.78,0.5079,0.24904,1,0.0337,-0.0814,0.0823,0.0751,0.0,0.0
1145,44,East,Business,Manufacturing,2025Q3,102393.02,653.0,36.28,45.22,48.98,253731.54,0.4025,0.13716,0,0.0027,-0.0033,-0.0075,-0.0058,0.0,0.0
1146,52,North,Salaried,Transport,2025Q3,85384.98,646.0,46.34,62.63,94.01,45696.73,0.4829,0.11257,0,-0.0231,0.0047,0.0132,0.0157,0.0,-0.0137
1147,49,East,Salaried,Manufacturing,2025Q3,97329.82,662.0,62.18,40.64,77.68,199454.72,0.4408,0.11841,0,-0.0124,-0.0148,0.0398,-0.0125,0.0,-0.0134
1148,40,North,Salaried,Construction,2025Q3,65308.63,602.0,48.71,51.13,64.77,131380.02,0.5837,0.20472,0,0.0238,0.0799,0.0293,0.0024,0.0,-0.0219
1149,55,North,Salaried,Healthcare,2025Q3,77332.77,,5.96,35.63,79.38,75235.57,0.4031,0.01803,0,-0.008,-0.0135,-0.0237,-0.0047,0.0,-0.0032
1150,55,South,Salaried,Healthcare,2025Q3,65488.26,664.0,26.55,97.67,33.61,126755.3,0.4406,0.11554,0,-0.0281,-0.0147,-0.0269,0.0409,0.0,-0.0113
1151,46,North,Business,Healthcare,2025Q3,85196.59,724.0,50.02,74.21,100.0,86808.27,0.3378,0.12062,0,-0.0023,-0.0933,0.0153,0.0214,0.0,0.0
1152,55,East,Salaried,IT,2025Q3,120986.07,768.0,31.6,86.9,43.16,171343.47,0.3754,0.03785,0,-0.0102,-0.0784,-0.0058,0.0116,0.0,-0.0041
1153,47,North,Salaried,Transport,2025Q3,83359.78,669.0,,30.65,85.14,208333.28,0.2016,0.10864,0,-0.0054,-0.0213,0.0334,-0.0238,0.0,-0.0118
1154,38,North,Salaried,Manufacturing,2025Q3,59760.35,604.0,67.73,7.85,71.03,120472.81,0.4644,0.27179,0,0.0308,0.0721,0.0778,-0.0962,0.0,-0.0207
1155,52,East,Business,IT,2025Q3,79789.45,,28.56,41.56,65.29,223982.75,0.5312,0.16023,0,-0.0267,0.0719,-0.0315,-0.0133,0.0,0.0
1156,45,North,Business,IT,2025Q3,62826.45,775.0,,100.0,84.3,193066.59,0.5191,0.04969,0,0.0,-0.1085,-0.0182,0.0191,0.0,0.0
1157,44,East,Business,Healthcare,2025Q3,75752.92,767.0,32.22,40.92,79.93,96816.78,0.425,0.03082,0,0.0008,-0.0709,-0.0049,-0.0033,0.0,0.0
1158,60,East,SelfEmployed,Construction,2025Q3,111765.48,720.0,31.3,71.14,62.15,289192.32,0.3738,0.06253,0,-0.0283,-0.0607,-0.0105,0.0127,0.0,0.0147
1159,21,North,SelfEmployed,IT,2025Q3,55313.43,664.0,62.58,25.45,51.57,107303.48,0.3569,0.26915,0,0.1124,-0.0317,0.0803,-0.0623,0.0,0.0555
1160,28,East,Business,Healthcare,2025Q3,59052.91,715.0,21.43,29.76,62.46,65862.33,0.3667,0.06578,0,0.0209,-0.0531,-0.0236,-0.0146,0.0,0.0
1161,31,North,Business,Construction,2025Q3,63732.69,749.0,49.88,46.24,57.94,147131.0,0.265,0.06351,0,0.0234,-0.1207,0.0128,-0.0032,0.0,0.0
1162,40,South,Salaried,Manufacturing,2025Q3,83790.65,618.0,60.21,94.41,67.08,172343.62,0.4186,0.3623,1,0.0309,0.0747,0.0849,0.1089,0.0,-0.0276
1163,41,North,Business,Retail,2025Q3,86537.26,662.0,51.11,72.21,80.41,249086.58,0.3252,0.16317,1,0.0163,-0.0208,0.0312,0.0369,0.0,0.0
1164,27,East,Salaried,Construction,2025Q3,49110.32,585.0,44.98,2.83,69.37,149529.53,0.4025,0.22694,0,0.072,0.0954,0.0161,-0.1093,0.0,-0.0207
1165,33,East,Business,Construction,2025Q3,75249.01,651.0,35.4,62.67,63.7,119551.56,0.4108,0.24342,0,0.0429,-0.0016,-0.0136,0.0207,0.0,0.0
1166,35,South,Salaried,Retail,2025Q3,107305.9,765.0,67.58,22.73,46.92,299112.48,0.4136,0.0627,0,0.013,-0.1171,0.0228,-0.0199,0.0,-0.0067
1167,71,West,Business,Transport,2025Q3,136953.22,733.0,34.08,33.01,66.49,403914.97,0.2664,0.02707,0,-0.0225,-0.0311,-0.0027,-0.0048,0.0024,0.0
1168,64,South,Salaried,IT,2025Q3,120135.26,669.0,53.17,59.23,26.08,297840.33,0.3934,0.09327,0,-0.0492,-0.0169,0.0174,0.0078,0.0,-0.0093
1169,39,West,Salaried,Transport,2025Q3,39662.13,477.0,35.46,78.77,44.05,86651.96,0.5429,0.4892,0,0.0411,0.4144,-0.0217,0.0852,0.0293,-0.0286
1170,40,East,Salaried,Retail,2025Q3,69380.16,615.0,8.53,77.68,72.12,134367.68,0.5517,0.13401,0,0.0157,0.0395,-0.0924,0.0347,0.0,-0.0148
1171,31,West,SelfEmployed,Manufacturing,2025Q3,60393.8,667.0,33.69,55.29,77.7,132989.96,0.4156,0.21297,0,0.0554,-0.0316,-0.0209,0.01,0.0185,0.0437
1172,23,West,Business,Manufacturing,2025Q3,81589.12,645.0,35.5,55.6,59.59,89695.93,0.605,0.17396,1,0.0926,0.0097,-0.0166,0.0119,0.0209,0.0
1173,43,West,SelfEmployed,Transport,2025Q3,101876.52,662.0,35.71,77.62,64.02,140389.61,0.4793,0.196,1,0.0089,-0.0223,-0.0143,0.0486,0.0188,0.0445
1174,33,North,Business,Retail,2025Q3,86675.67,,27.44,13.34,67.41,168687.07,0.4233,0.06879,0,0.0189,-0.021,-0.0182,-0.0345,0.0,0.0
1175,43,East,Business,Retail,2025Q3,74095.54,,48.01,88.2,73.63,239892.19,0.5361,0.22951,1,0.0109,0.0527,0.0305,0.0807,0.0,0.0
1176,26,East,Salaried,IT,2025Q3,47601.76,659.0,49.79,31.81,55.97,65116.71,0.3838,0.13776,0,0.0593,-0.0137,0.0246,-0.0315,0.0,-0.0168
1177,36,East,Business,Healthcare,2025Q3,94670.28,650.0,33.11,53.73,40.34,103106.87,0.3437,0.17504,0,0.0282,0.0,-0.0177,0.0054,0.0,0.0
