Technique,Dev_Count,Mon_Count,Dev_Pct,Mon_Pct,x_dev,x_mon,PSI,Dev_BR,Mon_BR,Delta_BR,br_pvalue,Dev_AUC,Mon_AUC,Delta_AUC,Dev_Gini,Mon_Gini,Delta_Gini,Dev_KS,Mon_KS,Delta_KS,score_shift_pvalue,Dev_EAD,Mon_EAD,Dev_Exposure_Pct,Mon_Exposure_Pct,Exposure_Drift,mean_feature_psi,mean_shap_shift,Calibration_Drift,Root_Cause_Feature,Root_Cause_PSI,Root_Cause_Score,feature_drift_details,Top_SHAP_Feature,Top_SHAP_PSI,Leaf_ID,Segment_Definition,BadRate_pvalue_adj,ScoreShift_pvalue_adj,Statistically_Significant,Business_Impact_Score,SIS_Raw,DIS_Raw,DIS_Symmetric,Confidence_Score,PSI_Interpretation,Severity_Score,Portfolio_Impact_Score,Drift_Explanation,Rank,Cluster_ID,Rule_Precision,Rule_Recall,Feature,Bin_Type,Dev_Calibration_Intercept,Mon_Calibration_Intercept,Dev_Calibration_Slope,Mon_Calibration_Slope,Delta_Calibration_Slope,Dev_ECE,Mon_ECE,Delta_ECE,Mon_Default_Count,gini_ci_low,gini_ci_high,gini_p,ks_ci_low,ks_ci_high,ks_p,auc_ci_low,auc_ci_high,auc_p,br_ci_low,br_ci_high,br_p,ece_ci_low,ece_ci_high,ece_p,abs_delta_br,abs_delta_ece,gini_score,ks_score,auc_score,br_score,ece_score,Deterioration_Score,gini_p_adj,ks_p_adj,auc_p_adj,br_p_adj,ece_p_adj,min_p_adj,Tree_Idx
Feature Binning,102,87,0.0204,0.0174,,,0.000477194083889063,0.08823529411764706,0.2988505747126437,0.21061528059499662,,0.5436081242532855,0.7011349306431274,0.15752680638984184,0.08721624850657106,0.40226986128625475,0.3150536127796837,0.2222222222222222,0.36948297604035313,0.14726075381813092,,16264665.309999999,14740416.220000003,0.020833540196509022,0.017802284618574152,-0.00303125557793487,0.4307993772871653,0.028393633085418077,0.3039492221989395,utilization,0.000477194083889063,0.201899,"[{""feature"": ""bureau_score"", ""psi"": 0.9047188467695593}, {""feature"": ""age"", ""psi"": 0.6425189595839873}, {""feature"": ""dti"", ""psi"": 0.46078733856585263}, {""feature"": ""region"", ""psi"": 0.29724342983400703}, {""feature"": ""utilization"", ""psi"": 0.1561369985052382}, {""feature"": ""employment_type"", ""psi"": 0.12339069046434777}]",shap_bureau_score,3.4935908986100666,,78.975 < utilization <= 82.135,,,True,0.017802284618574152,0.0,0.0,,0.5074085213032582,Stable,4.03797036173501,,,8,,,,utilization,numeric,-2.326772445463831,-2.0228232232648917,-0.04721121247029214,3.7964636071299567,3.843674819600249,0.14546843137254903,0.09522609195402298,-0.050242339418526044,26.0,-0.1710171454497696,0.6952704107927531,0.16,-0.19935021681395168,0.3465987242767909,0.28,-0.0855085727248848,0.34763520539637655,0.16,0.11904158215010141,0.3193458417849898,0.0,-0.07575855780933062,0.0402461775693036,0.76,0.21061528059499662,0.050242339418526044,0.0,0.052798218397204735,0.0,0.7231428913997675,0.4653821758517019,0.24826465712973483,0.4266666666666667,0.7410526315789474,0.4266666666666667,0.0,0.8685714285714285,0.0,
Feature Binning,251,264,0.0502,0.0528,,,0.0001312900264377837,0.22310756972111553,0.3446969696969697,0.12158939997585419,,0.6897435897435897,0.729340024137712,0.039596434394122304,0.37948717948717947,0.4586800482754241,0.07919286878824461,0.3526556776556776,0.3679730673950327,0.015317389739355092,,40747852.44,43663355.89,0.05219425088373726,0.05273307601051417,0.0005388251267769081,0.3193507357284577,0.032886309811260006,-0.13345444287364927,utilization,0.0001312900264377837,0.193717,"[{""feature"": ""dti"", ""psi"": 0.6740371146845653}, {""feature"": ""bureau_score"", ""psi"": 0.6079899159014337}, {""feature"": ""age"", ""psi"": 0.27672956627722195}, {""feature"": ""region"", ""psi"": 0.21520083884441343}, {""feature"": ""employment_type"", ""psi"": 0.11558809920748425}, {""feature"": ""utilization"", ""psi"": 0.026558879455627606}]",shap_dti,0.7045398464439435,,utilization > 84.205,,,True,0.05273307601051417,0.0,0.0,,0.4260645161290323,Stable,3.874330419254531,,,9,,,,utilization,numeric,-2.2319156473603927,-2.365370090234042,4.6353162123482825,5.288358918832943,0.6530427064846602,0.10394669322709163,0.054152575757575754,-0.049794117469515876,91.0,-0.06769968410223644,0.2933658971894342,0.36,-0.11589252754752379,0.16964573768899488,0.92,-0.03384984205111822,0.1466829485947171,0.36,0.050793417240130395,0.19703157068694915,0.0,-0.07567905731618979,0.03808142786807315,0.28,0.12158939997585419,0.049794117469515876,0.2569421364523232,0.2106972708775157,0.2569421364523232,0.37420050008817446,0.4611322167480731,0.31198285212368193,0.64,0.9496774193548387,0.64,0.0,0.64,0.0,
Feature Binning,63,138,0.0126,0.0276,,,0.011761784381485079,0.3492063492063492,0.2536231884057971,-0.09558316080055207,,0.671840354767184,0.7675450762829403,0.09570472151575637,0.3436807095343679,0.5350901525658807,0.19140944303151275,0.3082039911308204,0.4995839112343967,0.1913799201035763,,10964105.6,21028695.89,0.014044010767066297,0.025396761109315567,0.01135275034224927,0.4034481308395467,0.025997780078214867,-1.4859702190846282,dti,0.011761784381485079,0.181172,"[{""feature"": ""bureau_score"", ""psi"": 0.7906445437894466}, {""feature"": ""age"", ""psi"": 0.41682715847180807}, {""feature"": ""employment_type"", ""psi"": 0.38572705125974804}, {""feature"": ""region"", ""psi"": 0.3553924210660493}, {""feature"": ""utilization"", ""psi"": 0.26792497309242935}, {""feature"": ""dti"", ""psi"": 0.20417263735779873}]",shap_age,2.8290588000905754,,63.465 < dti <= 65.435,,,False,0.025396761109315567,0.0,0.0,,0.46501176107423986,Stable,3.6234402294813517,,,10,,,,dti,numeric,-1.6355792723567784,-3.1215494914414066,4.544704071691657,6.427576499179393,1.8828724274877358,0.16438396825396825,0.10030478260869566,-0.0640791856452726,35.0,-0.23655772532585193,0.5911306090556447,0.52,-0.14201070821669212,0.40105120589454396,0.4,-0.11827886266292596,0.29556530452782237,0.52,-0.1945220841959972,0.045376121463077956,0.16,-0.15606641131815033,0.01017092624223601,0.08,0.09558316080055207,0.0640791856452726,0.13469556907749713,0.0,0.13469556907749713,0.272267452936716,0.5965806383918291,0.22764784589670786,0.7563636363636363,0.7410526315789474,0.7563636363636363,0.16516129032258065,0.256,0.16516129032258065,
Feature Binning,216,637,0.0432,0.1274,,,0.09106156307216949,0.17592592592592593,0.3673469387755102,0.1914210128495843,,0.6969248965109404,0.7153294733939896,0.018404576883049195,0.3938497930218807,0.4306589467879791,0.03680915376609839,0.35984624482554706,0.33457402812241527,-0.02527221670313179,,33541492.549999997,102801829.16999999,0.04296356672409959,0.12415574939541144,0.08119218267131184,0.2628351013512152,0.02905844210903735,0.7902873120663667,dti,0.09106156307216949,0.156896,"[{""feature"": ""bureau_score"", ""psi"": 0.5616715259311202}, {""feature"": ""age"", ""psi"": 0.49709181985031897}, {""feature"": ""region"", ""psi"": 0.18220312403843006}, {""feature"": ""dti"", ""psi"": 0.1624281780956856}, {""feature"": ""employment_type"", ""psi"": 0.13311422127954856}, {""feature"": ""utilization"", ""psi"": 0.040501738912187626}]",shap_bureau_score,0.6218889412527524,,dti > 65.435,,,True,0.12415574939541144,0.0,0.0,,0.32061538461538464,Stable,3.137927768120673,,,11,,,,dti,numeric,-2.825911022415173,-2.035623710348806,5.251192253525695,4.7202553354597345,-0.5309369180659607,0.0842998148148148,0.06360031397174254,-0.02069950084307226,234.0,-0.11551374389485487,0.23920266921091474,0.64,-0.18067661974279933,0.1290101082465937,0.56,-0.057756871947427436,0.11960133460545737,0.64,0.13636893860108146,0.25655270655270657,0.0,-0.04608969467701613,0.03493479782981569,0.68,0.1914210128495843,0.02069950084307226,0.3031141365244164,0.2592716000418905,0.3031141365244164,0.6479097834543122,0.185262346762436,0.3397344006614943,0.8533333333333334,0.8533333333333334,0.8533333333333334,0.0,0.836923076923077,0.0,
Feature Binning,377,386,0.0754,0.0772,,,4.246592763027658e-05,0.1989389920424403,0.3082901554404145,0.10935116339797418,,0.6785871964679911,0.7399678972712681,0.061380700803276955,0.3571743929359823,0.4799357945425362,0.12276140160655391,0.27584988962472407,0.4004028577723224,0.12455296814759831,,57723323.82,61453735.24,0.0739382682741522,0.07421885985367244,0.00028059157952023406,0.253902710423579,0.02716629856653977,-0.15258124374292992,utilization,4.246592763027658e-05,0.14419,"[{""feature"": ""bureau_score"", ""psi"": 0.41895322931766443}, {""feature"": ""dti"", ""psi"": 0.3724792294428087}, {""feature"": ""age"", ""psi"": 0.3380869566501862}, {""feature"": ""region"", ""psi"": 0.2395696330694131}, {""feature"": ""employment_type"", ""psi"": 0.10935575760710667}, {""feature"": ""utilization"", ""psi"": 0.04497145645429481}]",shap_age,0.5201173228469684,,70.255 < utilization <= 78.975,,,True,0.07421885985367244,0.0,0.0,,0.5416637593984963,Stable,2.8837995950109327,,,12,,,,utilization,numeric,-2.2553490494962833,-2.4079302932392133,4.395623807362941,5.498043240554033,1.1024194331910921,0.061180371352785146,0.05669339378238343,-0.004486977570401715,119.0,-0.023744975054619463,0.3234314895402233,0.08,-0.032217602043194814,0.26042784784867773,0.2,-0.011872487527309732,0.16171574477011166,0.08,0.04440342353733458,0.14667661934277978,0.0,-0.03993847652760405,0.044844598306441615,0.64,0.10935116339797418,0.004486977570401715,0.20947941876991025,0.07997304349232935,0.20947941876991025,0.3262319823130835,0.03153814600064575,0.17134040186917582,0.3657142857142857,0.7410526315789474,0.3657142857142857,0.0,0.8192,0.0,
Feature Binning,426,266,0.0852,0.0532,,,0.015070177199605482,0.13380281690140844,0.34962406015037595,0.2158212432489675,,0.696120382256454,0.7434893405432282,0.04736895828677423,0.392240764512908,0.4869786810864565,0.09473791657354846,0.28840393667094566,0.3663372490521475,0.07793331238120182,,61031039.7,41148088.82,0.078175148064248,0.049695339517625156,-0.02847980854662284,0.23519254327613348,0.02610266629013849,0.25606199837936483,age,0.015070177199605482,0.13309,"[{""feature"": ""bureau_score"", ""psi"": 0.6667290331660742}, {""feature"": ""dti"", ""psi"": 0.4430470520074666}, {""feature"": ""region"", ""psi"": 0.16539924061876377}, {""feature"": ""employment_type"", ""psi"": 0.0891909624031156}, {""feature"": ""utilization"", ""psi"": 0.032688863206694625}, {""feature"": ""age"", ""psi"": 0.014100108254686185}]",shap_age,0.931786811242906,,35.5 < age <= 38.5,,,True,0.049695339517625156,0.0,0.0,,0.6299228070175438,Stable,2.6617953119366233,,,13,,,,age,numeric,-2.830701667875044,-2.5746396694956792,5.205529009417397,6.312086816876977,1.1065578074595797,0.04773037558685446,0.08973383458646614,0.04200345899961168,93.0,-0.056429448955729385,0.2210680161089845,0.16,-0.07329782188751412,0.1749617415511047,0.4,-0.028214724477864692,0.11053400805449225,0.16,0.1456881640721522,0.29726384623530655,0.0,-0.005431556280666433,0.08995272187511032,0.08,0.2158212432489675,0.04200345899961168,0.24000766180590047,0.1357636436780069,0.24000766180590047,0.7435479808515291,0.3872626082638151,0.3493179112810304,0.4266666666666667,0.7410526315789474,0.4266666666666667,0.0,0.256,0.0,
Feature Binning,138,477,0.0276,0.0954,,,0.08408981822857105,0.42028985507246375,0.5178197064989518,0.09752985142648807,,0.5829741379310345,0.6763509945432142,0.09337685661217976,0.16594827586206895,0.35270198908642847,0.18675371322435952,0.21594827586206894,0.31328991374757964,0.0973416378855107,,21619859.64,75589630.47,0.027693051548739377,0.09129105282752896,0.06359800127878959,0.27984629418116486,0.02342046911554704,-1.093792749595226,bureau_score,0.08408981822857105,0.131648,"[{""feature"": ""dti"", ""psi"": 0.6588093278389995}, {""feature"": ""age"", ""psi"": 0.4946327184496616}, {""feature"": ""region"", ""psi"": 0.24956656081601114}, {""feature"": ""bureau_score"", ""psi"": 0.1301149480054997}, {""feature"": ""employment_type"", ""psi"": 0.09810991604508847}, {""feature"": ""utilization"", ""psi"": 0.047844293931728996}]",shap_dti,0.7164213671039737,,bureau_score <= 530.5,,,True,0.09129105282752896,0.0,0.0,,0.6960222779170148,Stable,2.6329625412346633,,,14,,,,bureau_score,numeric,-0.9015832706292933,-1.9953760202245192,1.3956254047160022,4.604926908504236,3.209301503788234,0.107615,0.06707639412997904,-0.04053860587002096,247.0,0.0009392362641322894,0.3967807129114866,0.08,-0.07603515465890896,0.21885079811958294,0.4,0.0004696181320661447,0.1983903564557433,0.08,0.00993984140005469,0.21052091878589005,0.04,-0.14290235858171546,-0.01024982986965633,0.0,0.09752985142648807,0.04053860587002096,0.1397674311565811,0.11253734329710896,0.1397674311565811,0.27989762606652735,0.37337313697100705,0.2090685937295611,0.3657142857142857,0.7410526315789474,0.3657142857142857,0.047407407407407405,0.0,0.0,
Feature Binning,870,402,0.174,0.0804,,,0.07226304911557133,0.16436781609195403,0.3283582089552239,0.16399039286326986,,0.6963428593414839,0.6933641975308642,-0.002978661810619676,0.39268571868296775,0.3867283950617284,-0.005957323621239352,0.3154067390656112,0.31885521885521884,0.0034484797896076613,,117733982.54,55455367.620000005,0.15080640216027794,0.06697451573039102,-0.08383188642988691,0.20754673648907926,0.024316329273174356,0.8319191764183331,age,0.07226304911557133,0.120026,"[{""feature"": ""bureau_score"", ""psi"": 0.46564984852427194}, {""feature"": ""dti"", ""psi"": 0.4124368271698958}, {""feature"": ""region"", ""psi"": 0.1602500853410021}, {""feature"": ""employment_type"", ""psi"": 0.1564477108231093}, {""feature"": ""age"", ""psi"": 0.03905137141569233}, {""feature"": ""utilization"", ""psi"": 0.011444575660503963}]",shap_age,0.5522961946498979,,25.5 < age <= 35.5,,,True,0.06697451573039102,1.6039352356185347e-05,0.0,,0.4619045161290322,Stable,2.4005119267230457,,,15,,,,age,numeric,-2.796014047694047,-1.9640948712757138,6.016876083693004,4.108473371558293,-1.9084027121347118,0.023318528735632175,0.06416771144278606,0.04084918270715389,132.0,-0.21803712528162292,0.1399983804924697,0.68,-0.1212169266123849,0.11952027833299006,0.88,-0.10901856264081146,0.06999919024623485,0.68,0.11617472979927948,0.20025047177903582,0.0,0.01112845457625664,0.06541373585091778,0.0,0.16399039286326986,0.04084918270715389,0.3497031105201966,0.22490101388591996,0.3497031105201966,0.5403937884805313,0.37631797012624235,0.3682037987066173,0.8704000000000001,0.9496774193548387,0.8704000000000001,0.0,0.0,0.0,
Feature Binning,1193,1447,0.2386,0.2894,,,0.00980548227030524,0.16261525565800503,0.25293711126468554,0.09032185560668052,,0.7314531025871233,0.7300086440909298,-0.001444458496193457,0.4629062051742465,0.4600172881818596,-0.002888916992386914,0.3848074879002714,0.3550471886484382,-0.02976029925183321,,184493982.61999997,239652676.88,0.23631982150684702,0.28943315437947276,0.053113332872625735,0.19543801285630227,0.017600866018912056,0.2636663997446802,dti,0.00980548227030524,0.11934,"[{""feature"": ""bureau_score"", ""psi"": 0.4355439610257132}, {""feature"": ""age"", ""psi"": 0.32436495667968557}, {""feature"": ""region"", ""psi"": 0.24711198232554682}, {""feature"": ""employment_type"", ""psi"": 0.12365497647628813}, {""feature"": ""dti"", ""psi"": 0.032660559340253255}, {""feature"": ""utilization"", ""psi"": 0.009291641290326655}]",shap_age,0.46575560797974275,,40.745 < dti <= 53.38,,,True,0.28943315437947276,0.00012099066738046143,2.5388913696485132e-05,,0.44445942442312686,Stable,2.3868087351258023,,,16,,,,dti,numeric,-2.7714824503962636,-2.5078160506515834,6.185431799961778,6.078080726690478,-0.10735107327129967,0.02256466890192791,0.04118220456116101,0.018617535659233096,366.0,-0.08276914971508238,0.05783675102925126,0.8,-0.10068940208108407,0.02542716758839183,0.44,-0.04138457485754119,0.02891837551462563,0.8,0.06645025607219261,0.11681107717154489,0.0,0.0017964973132839563,0.03545662694211975,0.04,0.09032185560668052,0.018617535659233096,0.3463604476362432,0.26464257104025213,0.3463604476362432,0.25164544501046265,0.16552153106602588,0.2749060884778454,0.9268965517241379,0.7410526315789474,0.9268965517241379,0.0,0.18285714285714286,0.0,
Feature Binning,193,535,0.0386,0.107,,,0.06973903656659265,0.06217616580310881,0.16074766355140188,0.09857149774829307,,0.6146408839779005,0.7373491479774176,0.12270826399951706,0.22928176795580102,0.47469829595483515,0.24541652799903413,0.28130755064456714,0.37965504739213757,0.09834749674757043,,39088531.7,104592797.22999999,0.05006881364437171,0.12631873602150384,0.07624992237713213,0.26209817743586955,0.020045768243668587,0.4517377856332301,age,0.06973903656659265,0.108461,"[{""feature"": ""bureau_score"", ""psi"": 0.6023726984622231}, {""feature"": ""dti"", ""psi"": 0.49239586954310177}, {""feature"": ""region"", ""psi"": 0.220660997073042}, {""feature"": ""employment_type"", ""psi"": 0.14831823264043068}, {""feature"": ""utilization"", ""psi"": 0.0613768073454201}, {""feature"": ""age"", ""psi"": 0.04746445955099956}]",shap_age,0.8891763147786191,,age > 63.5,,,True,0.12631873602150384,0.0,0.0,,0.575578947368421,Stable,2.169211018243627,,,17,,,,age,numeric,-3.2026451398965796,-2.7509073542633495,5.693252065381967,6.430650190813116,0.7373981254311497,0.0578759067357513,0.029921457943925228,-0.02795444879182607,86.0,0.02011912895203497,0.5237429759655534,0.04,-0.07493197096882201,0.20050453633008153,0.44,0.010059564476017486,0.2618714879827767,0.04,0.05354704372669604,0.1343516052491405,0.0,-0.05806377363081691,0.022068842111762143,0.44,0.09857149774829307,0.02795444879182607,0.07586129441065911,0.11133361348199428,0.07586129441065911,0.2839804226185382,0.25405244539381716,0.16021781406313357,0.32,0.7410526315789474,0.32,0.0,0.7410526315789474,0.0,
Feature Binning,56,67,0.0112,0.0134,,,0.00039455004304279705,0.25,0.22388059701492538,-0.02611940298507462,,0.7091836734693877,0.691025641025641,-0.018158032443746697,0.4183673469387754,0.382051282051282,-0.03631606488749339,0.3333333333333333,0.4269230769230769,0.09358974358974359,,8383204.62,11494580.799999999,0.010738114009573195,0.013882226656202094,0.003144112646628899,0.40588906946370495,0.011599231520966596,-0.27562409120890585,utilization,0.00039455004304279705,0.105899,"[{""feature"": ""dti"", ""psi"": 0.6588790259324012}, {""feature"": ""age"", ""psi"": 0.5105928533673988}, {""feature"": ""utilization"", ""psi"": 0.4613727315138816}, {""feature"": ""bureau_score"", ""psi"": 0.43339815647333624}, {""feature"": ""region"", ""psi"": 0.3539284880627113}, {""feature"": ""employment_type"", ""psi"": 0.017163161432500355}]",shap_utilization,0.7253711634052267,,33.895 < utilization <= 34.61,,,False,0.013882226656202094,2.7648407282156005e-06,7.796535376462834e-07,,0.11648,Stable,2.1179848212426706,,,18,,,,utilization,numeric,-2.1129669712531287,-2.3885910624620346,7.0960443494449565,6.64549295075604,-0.45055139868891647,0.13962285714285716,0.15902477611940297,0.019401918976545807,15.0,-0.37423829118994223,0.329169605765039,0.96,-0.2260660927806129,0.2840797235710026,0.72,-0.18711914559497111,0.1645848028825195,0.96,-0.18258262260127933,0.11502531982942431,0.68,-0.13718917557302765,0.08838796381929633,0.84,0.02611940298507462,0.019401918976545807,0.3827753365674346,0.11702730426213491,0.3827753365674346,0.0,0.17295891120216036,0.2111073777198329,0.96,0.9216,0.96,0.68,0.896,0.68,
Feature Binning,738,1666,0.1476,0.3332,,,0.1511223868522441,0.1802168021680217,0.336734693877551,0.15651789170952932,,0.6834648604983534,0.7127083988675684,0.029243538369215005,0.36692972099670684,0.42541679773513685,0.05848707673843001,0.3093270365997639,0.32716303304538596,0.01783599644562206,,119013427.71,279015863.74,0.15244525373640203,0.3369728334168289,0.18452757968042685,0.18650722760397617,0.023364721579688785,0.547027662089153,region,0.1511223868522441,0.104365,"[{""feature"": ""dti"", ""psi"": 0.3732178533915588}, {""feature"": ""bureau_score"", ""psi"": 0.3245768780040877}, {""feature"": ""age"", ""psi"": 0.2843071747926652}, {""feature"": ""employment_type"", ""psi"": 0.12300628850969608}, {""feature"": ""utilization"", ""psi"": 0.013935170925848972}, {""feature"": ""region"", ""psi"": 0.0}]",shap_age,0.41437464641739485,,region = West,,,True,0.3369728334168289,0.0,0.0,,0.5519999999999999,Moderate Drift,2.087302081435785,,,19,,,,region,categorical,-2.4890923738539703,-1.9420647117648173,5.3002723083113485,4.892256406679945,-0.4080159016314031,0.030799037940379408,0.09219576830732293,0.06139673036694352,561.0,-0.0719384542752863,0.15691507762960444,0.36,-0.08920943083587765,0.10264605243846472,0.96,-0.03596922713764315,0.07845753881480222,0.36,0.13010248814973147,0.1837095000601867,0.0,0.01977868339246265,0.07281603860487285,0.0,0.15651789170952932,0.06139673036694352,0.27949862616817855,0.20768320787202285,0.27949862616817855,0.5111048625689779,0.571146084694966,0.36978628149446474,0.64,0.96,0.64,0.0,0.0,0.0,
Feature Binning,1337,1274,0.2674,0.2548,,,0.0006081609362199149,0.10022438294689603,0.20800627943485087,0.10778189648795483,,0.7151772310517239,0.7230024122519961,0.007825181200272202,0.43035446210344785,0.44600482450399226,0.015650362400544404,0.34386670140568976,0.34556164332329786,0.001694941917608106,,211263093.54000002,213710054.94,0.27060859030393636,0.25810175012093367,-0.012506840183002688,0.23824643755063202,0.019911163051608078,0.7461517148859822,utilization,0.0006081609362199149,0.100845,"[{""feature"": ""bureau_score"", ""psi"": 0.40489175749553086}, {""feature"": ""dti"", ""psi"": 0.35736998179714774}, {""feature"": ""age"", ""psi"": 0.32422649851011964}, {""feature"": ""region"", ""psi"": 0.1985804024710782}, {""feature"": ""employment_type"", ""psi"": 0.13681793330185793}, {""feature"": ""utilization"", ""psi"": 0.007592051728057699}]",shap_age,0.5664617055636958,,utilization <= 33.895,,,True,0.25810175012093367,0.0,0.0,,0.3894930875576037,Stable,2.01689387399758,,,20,,,,utilization,numeric,-3.249229112451329,-2.5030773975653466,8.11886793036264,6.072138948487042,-2.0467289818755985,0.015506305160807778,0.04424186028257456,0.028735555121766784,265.0,-0.0826569817707046,0.14056248122487658,0.92,-0.09058973387280582,0.09691320367698825,0.84,-0.0413284908853523,0.07028124061243829,0.92,0.0809788192361117,0.1310995380834573,0.0,0.0008159601412051058,0.038764869249673276,0.04,0.10778189648795483,0.028735555121766784,0.3261641149405437,0.2269995049347897,0.3261641149405437,0.32008114455242265,0.2614587537309359,0.2921735266198471,0.96,0.9496774193548387,0.96,0.0,0.18285714285714286,0.0,
Gradient Boosting,241,1201,0.0482,0.2402,35.0,360.0,0.3083736746091511,0.14522821576763487,0.2997502081598668,0.15452199239223194,9.160512803862986e-07,0.7108183079056866,0.6838172149557405,-0.027001092949946015,0.4216366158113731,0.3676344299114811,-0.05400218589989203,0.322746185852982,0.27697516184436516,-0.04577102400861682,1.5478109076876968e-09,43356033.6,218291730.86,0.05553509104250949,0.2636351283879083,0.20810003734539884,0.13566295259275105,0.014311670196459153,0.44837109854184953,dti,0.30907340782974946,0.749609,"[{""feature"": ""dti"", ""psi"": 0.30907340782974946}, {""feature"": ""region"", ""psi"": 0.1859518204891331}, {""feature"": ""bureau_score"", ""psi"": 0.1584670662890898}, {""feature"": ""employment_type"", ""psi"": 0.07740142217325277}, {""feature"": ""age"", ""psi"": 0.05968595412972313}, {""feature"": ""utilization"", ""psi"": 0.023398044645558037}]",shap_dti,0.38897660399265577,7.0,bureau_score < 642.5 AND dti >= 42.43 AND age >= 49.5,5.060092786895745e-06,3.043153649013099e-09,True,0.0863,0.00171,0.001552,0.001552,1.0,Population Share: Significant Drift,14.9922,0.012971,"Population shift (Dev 4.8% -> Mon 24.0%, PSI 0.3084) | Gini drop 0.0540 (Dev 0.4216 -> Mon 0.3676) | Significant bad-rate shift (Dev 14.52% -> Mon 29.98%, p_adj=0.0000)",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Gradient Boosting,255,809,0.051,0.1618,54.0,371.0,0.12792251920652728,0.21176470588235294,0.45859085290482077,0.24682614702246783,2.2641888364205442e-12,0.7134696885940667,0.6680389912491229,-0.04543069734494376,0.42693937718813335,0.33607798249824583,-0.09086139468988752,0.38529574350469875,0.2535046585188741,-0.13179108498582465,3.322121457143526e-06,42066662.14,136001187.69,0.053883524801940995,0.16425125421061568,0.11036772940867468,0.20548848790831745,0.021145107734070145,0.6275809589743154,dti,0.4054852459598357,0.672274,"[{""feature"": ""dti"", ""psi"": 0.4054852459598357}, {""feature"": ""region"", ""psi"": 0.34265556169795086}, {""feature"": ""age"", ""psi"": 0.2747916781629973}, {""feature"": ""bureau_score"", ""psi"": 0.1508412204869211}, {""feature"": ""utilization"", ""psi"": 0.059157221142199665}, {""feature"": ""employment_type"", ""psi"": 0.0}]",shap_dti,0.4601524759280524,6.0,employment_type = SelfEmployed AND dti < 70.08 AND bureau_score < 648.5,4.377431750413052e-11,5.004754402969468e-06,True,0.0324,0.001207,0.000997,0.000997,1.0,Population Share: Moderate Drift,13.4455,0.014701,"Population shift (Dev 5.1% -> Mon 16.2%, PSI 0.1279) | Gini drop 0.0909 (Dev 0.4269 -> Mon 0.3361) | KS drop 0.1318 (Dev 0.3853 -> Mon 0.2535) | Significant bad-rate shift (Dev 21.18% -> Mon 45.86%, p_adj=0.0000)",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0
Gradient Boosting,490,1060,0.098,0.212,76.0,402.0,0.08796454274416421,0.15510204081632653,0.37924528301886795,0.22414324220254142,0.0,0.7120359776252225,0.6943474118767862,-0.017688565748436358,0.42407195525044505,0.38869482375357234,-0.035377131496872716,0.32971014492753625,0.3193379606526638,-0.010372184274872465,3.68473294668265e-15,78852381.75999999,178013068.45999998,0.10100264799038984,0.21498981190577562,0.11398716391538578,0.20552738125286585,0.020991452958541906,0.6915749473090812,dti,0.3110769927376668,0.497692,"[{""feature"": ""dti"", ""psi"": 0.3110769927376668}, {""feature"": ""age"", ""psi"": 0.30725547807415676}, {""feature"": ""bureau_score"", ""psi"": 0.3059028611185347}, {""feature"": ""region"", ""psi"": 0.2821777033032147}, {""feature"": ""utilization"", ""psi"": 0.02675125228362211}, {""feature"": ""employment_type"", ""psi"": 0.0}]",shap_age,0.4092514303775543,6.0,employment_type = SelfEmployed AND dti >= 19.06 AND bureau_score >= 528.5,0.0,1.4992546326458073e-14,True,0.0512,0.000806,0.000523,0.000523,1.0,Population Share: Stable,9.9538,0.0075,"Significant bad-rate shift (Dev 15.51% -> Mon 37.92%, p_adj=0.0000)",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0
Gradient Boosting,402,679,0.0804,0.1358,62.0,163.0,0.029038964757258,0.15422885572139303,0.24005891016200295,0.08583005444060993,0.0007808941857001539,0.7353415559772295,0.6944404812859657,-0.040901074691263806,0.470683111954459,0.3888809625719314,-0.08180214938252761,0.3975332068311196,0.3098872877728635,-0.08764591905825608,3.4163522021740897e-16,62480124.08,111002691.57,0.08003129186453277,0.13406008889190926,0.05402879702737649,0.18204400583618893,0.018375146054215908,0.03982863069750353,dti,0.33551038715623677,0.406933,"[{""feature"": ""dti"", ""psi"": 0.33551038715623677}, {""feature"": ""region"", ""psi"": 0.3163473575679275}, {""feature"": ""age"", ""psi"": 0.27649044775403947}, {""feature"": ""employment_type"", ""psi"": 0.13808008781446668}, {""feature"": ""utilization"", ""psi"": 0.025835754724462957}, {""feature"": ""bureau_score"", ""psi"": 0.0}]",shap_age,0.4267083195224724,4.0,dti < 70.08 AND bureau_score >= 637.5 AND bureau_score < 639.5,0.001811674510824357,1.5242186748161323e-15,True,0.0202,0.000745,0.000359,0.000359,1.0,Population Share: Stable,8.1387,0.011109,"Gini drop 0.0818 (Dev 0.4707 -> Mon 0.3889) | KS drop 0.0876 (Dev 0.3975 -> Mon 0.3099) | Significant bad-rate shift (Dev 15.42% -> Mon 24.01%, p_adj=0.0018) | Population share stable (low PSI) but the score no longer separates risk inside this segment -- concept drift, not exposure drift",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0
